origen,destino,tipo,relacion_original,negada,documento_id,documento_fecha,frase_evidencia
Congreso,Ocupantes Del Congreso,CONOCE,CONOCE,False,1795,,"Fundamentalmente, las relaciones se mantuvieron desde el primer momento en que se tuvo conocimiento de los hechos acaecidos con:  - PREJUJEM (J-2) a base de dos tipos de actuaciones, unas de recomendaciones para: - que la Autoridad Militar asumiese el control y diese un comunicado por los m.c.s.; - que se realizase una acción psicológica sobre los ocupantes del Congreso por medios megafónicos; - que se aislase la zona del Congreso para cortar refuerzos; - acciones a llevar a cabo en caso de rendición; otras de tipo informativo: - situación de la zona de la capital y alrededores a base de las noticias recogidas del despliegue de las unidades del CESID; - situación interior del Congreso referida por Directivos del CESID que consiguieron entrar y hablar con los ocupantes presentándoles las circunstancias atenuantes, caso de cesar en su actitud; - situación en los alrededores del Congreso."
Congreso,Zona De La Capital,CONOCE,CONOCE,False,1795,,"Fundamentalmente, las relaciones se mantuvieron desde el primer momento en que se tuvo conocimiento de los hechos acaecidos con:  - PREJUJEM (J-2) a base de dos tipos de actuaciones, unas de recomendaciones para: - que la Autoridad Militar asumiese el control y diese un comunicado por los m.c.s.; - que se realizase una acción psicológica sobre los ocupantes del Congreso por medios megafónicos; - que se aislase la zona del Congreso para cortar refuerzos; - acciones a llevar a cabo en caso de rendición; otras de tipo informativo: - situación de la zona de la capital y alrededores a base de las noticias recogidas del despliegue de las unidades del CESID; - situación interior del Congreso referida por Directivos del CESID que consiguieron entrar y hablar con los ocupantes presentándoles las circunstancias atenuantes, caso de cesar en su actitud; - situación en los alrededores del Congreso."
Congreso,Zona Del Congreso,CONOCE,CONOCE,False,1795,,"Fundamentalmente, las relaciones se mantuvieron desde el primer momento en que se tuvo conocimiento de los hechos acaecidos con:  - PREJUJEM (J-2) a base de dos tipos de actuaciones, unas de recomendaciones para: - que la Autoridad Militar asumiese el control y diese un comunicado por los m.c.s.; - que se realizase una acción psicológica sobre los ocupantes del Congreso por medios megafónicos; - que se aislase la zona del Congreso para cortar refuerzos; - acciones a llevar a cabo en caso de rendición; otras de tipo informativo: - situación de la zona de la capital y alrededores a base de las noticias recogidas del despliegue de las unidades del CESID; - situación interior del Congreso referida por Directivos del CESID que consiguieron entrar y hablar con los ocupantes presentándoles las circunstancias atenuantes, caso de cesar en su actitud; - situación en los alrededores del Congreso."
Directivos Del CESID,Ocupantes Del Congreso,CONOCE,CONOCE,False,1795,,"Fundamentalmente, las relaciones se mantuvieron desde el primer momento en que se tuvo conocimiento de los hechos acaecidos con:  - PREJUJEM (J-2) a base de dos tipos de actuaciones, unas de recomendaciones para: - que la Autoridad Militar asumiese el control y diese un comunicado por los m.c.s.; - que se realizase una acción psicológica sobre los ocupantes del Congreso por medios megafónicos; - que se aislase la zona del Congreso para cortar refuerzos; - acciones a llevar a cabo en caso de rendición; otras de tipo informativo: - situación de la zona de la capital y alrededores a base de las noticias recogidas del despliegue de las unidades del CESID; - situación interior del Congreso referida por Directivos del CESID que consiguieron entrar y hablar con los ocupantes presentándoles las circunstancias atenuantes, caso de cesar en su actitud; - situación en los alrededores del Congreso."
Directivos Del CESID,Zona De La Capital,CONOCE,CONOCE,False,1795,,"Fundamentalmente, las relaciones se mantuvieron desde el primer momento en que se tuvo conocimiento de los hechos acaecidos con:  - PREJUJEM (J-2) a base de dos tipos de actuaciones, unas de recomendaciones para: - que la Autoridad Militar asumiese el control y diese un comunicado por los m.c.s.; - que se realizase una acción psicológica sobre los ocupantes del Congreso por medios megafónicos; - que se aislase la zona del Congreso para cortar refuerzos; - acciones a llevar a cabo en caso de rendición; otras de tipo informativo: - situación de la zona de la capital y alrededores a base de las noticias recogidas del despliegue de las unidades del CESID; - situación interior del Congreso referida por Directivos del CESID que consiguieron entrar y hablar con los ocupantes presentándoles las circunstancias atenuantes, caso de cesar en su actitud; - situación en los alrededores del Congreso."
Directivos Del CESID,Zona Del Congreso,CONOCE,CONOCE,False,1795,,"Fundamentalmente, las relaciones se mantuvieron desde el primer momento en que se tuvo conocimiento de los hechos acaecidos con:  - PREJUJEM (J-2) a base de dos tipos de actuaciones, unas de recomendaciones para: - que la Autoridad Militar asumiese el control y diese un comunicado por los m.c.s.; - que se realizase una acción psicológica sobre los ocupantes del Congreso por medios megafónicos; - que se aislase la zona del Congreso para cortar refuerzos; - acciones a llevar a cabo en caso de rendición; otras de tipo informativo: - situación de la zona de la capital y alrededores a base de las noticias recogidas del despliegue de las unidades del CESID; - situación interior del Congreso referida por Directivos del CESID que consiguieron entrar y hablar con los ocupantes presentándoles las circunstancias atenuantes, caso de cesar en su actitud; - situación en los alrededores del Congreso."
Ocupantes Del Congreso,Zona De La Capital,CONOCE,CONOCE,False,1795,,"Fundamentalmente, las relaciones se mantuvieron desde el primer momento en que se tuvo conocimiento de los hechos acaecidos con:  - PREJUJEM (J-2) a base de dos tipos de actuaciones, unas de recomendaciones para: - que la Autoridad Militar asumiese el control y diese un comunicado por los m.c.s.; - que se realizase una acción psicológica sobre los ocupantes del Congreso por medios megafónicos; - que se aislase la zona del Congreso para cortar refuerzos; - acciones a llevar a cabo en caso de rendición; otras de tipo informativo: - situación de la zona de la capital y alrededores a base de las noticias recogidas del despliegue de las unidades del CESID; - situación interior del Congreso referida por Directivos del CESID que consiguieron entrar y hablar con los ocupantes presentándoles las circunstancias atenuantes, caso de cesar en su actitud; - situación en los alrededores del Congreso."
Ocupantes Del Congreso,Zona Del Congreso,CONOCE,CONOCE,False,1795,,"Fundamentalmente, las relaciones se mantuvieron desde el primer momento en que se tuvo conocimiento de los hechos acaecidos con:  - PREJUJEM (J-2) a base de dos tipos de actuaciones, unas de recomendaciones para: - que la Autoridad Militar asumiese el control y diese un comunicado por los m.c.s.; - que se realizase una acción psicológica sobre los ocupantes del Congreso por medios megafónicos; - que se aislase la zona del Congreso para cortar refuerzos; - acciones a llevar a cabo en caso de rendición; otras de tipo informativo: - situación de la zona de la capital y alrededores a base de las noticias recogidas del despliegue de las unidades del CESID; - situación interior del Congreso referida por Directivos del CESID que consiguieron entrar y hablar con los ocupantes presentándoles las circunstancias atenuantes, caso de cesar en su actitud; - situación en los alrededores del Congreso."
Zona De La Capital,Zona Del Congreso,CONOCE,CONOCE,False,1795,,"Fundamentalmente, las relaciones se mantuvieron desde el primer momento en que se tuvo conocimiento de los hechos acaecidos con:  - PREJUJEM (J-2) a base de dos tipos de actuaciones, unas de recomendaciones para: - que la Autoridad Militar asumiese el control y diese un comunicado por los m.c.s.; - que se realizase una acción psicológica sobre los ocupantes del Congreso por medios megafónicos; - que se aislase la zona del Congreso para cortar refuerzos; - acciones a llevar a cabo en caso de rendición; otras de tipo informativo: - situación de la zona de la capital y alrededores a base de las noticias recogidas del despliegue de las unidades del CESID; - situación interior del Congreso referida por Directivos del CESID que consiguieron entrar y hablar con los ocupantes presentándoles las circunstancias atenuantes, caso de cesar en su actitud; - situación en los alrededores del Congreso."
Capitanía General,Comisaría General,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Capitanía General,Dirección General De La Guardia Civil,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Capitanía General,Estado Mayor Del Ejército,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Capitanía General,Policía Nacional,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Capitanía General,Seguridad Del Estado,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Comisaría General,Dirección General De La Guardia Civil,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Comisaría General,Estado Mayor Del Ejército,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Comisaría General,Policía Nacional,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Comisaría General,Seguridad Del Estado,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Dirección General De La Guardia Civil,Estado Mayor Del Ejército,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Dirección General De La Guardia Civil,Policía Nacional,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Dirección General De La Guardia Civil,Seguridad Del Estado,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Estado Mayor Del Ejército,Policía Nacional,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Estado Mayor Del Ejército,Seguridad Del Estado,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Policía Nacional,Seguridad Del Estado,MENCIONA,MENCIONA,False,1795,,"2) Montar enlaces con Dirección General de la Guardia Civil, Capitanía General, Estado Mayor del Ejército, Comisaría General de Información (Dirección de Seguridad del Estado) e Inspección General de Policía Nacional."
Autoridades Militares,Fuerzas De Seguridad Del Estado,CONOCE,CONOCE,False,1795,,"Este despliegue informativo va produciendo noticias, a -- través de todas las gestiones personales y oficiales, que se van poniendo en conocimiento del Mando y de las Autoridades Militares y de las Fuerzas de Seguridad del Estado."
Autoridades Militares,Mando,CONOCE,CONOCE,False,1795,,"Este despliegue informativo va produciendo noticias, a -- través de todas las gestiones personales y oficiales, que se van poniendo en conocimiento del Mando y de las Autoridades Militares y de las Fuerzas de Seguridad del Estado."
Fuerzas De Seguridad Del Estado,Mando,CONOCE,CONOCE,False,1795,,"Este despliegue informativo va produciendo noticias, a -- través de todas las gestiones personales y oficiales, que se van poniendo en conocimiento del Mando y de las Autoridades Militares y de las Fuerzas de Seguridad del Estado."
Gabinete,Prensa,CONOCE,CONOCE,False,1795,,"- 4 -  Por lo que se refiere al Gabinete de Prensa, en conocimiento desde el primer momento de los hechos, se iniciaron gestiones personales y oficiales para adquirir toda la información posible que se fue transmitiendo puntualmente a la Dirección."
CESID,General Prieto,PERTENECE,PERTENECE_A,False,1794,,- Un miembro del CESID estuvo en contacto con el General PRIETO (GC) en relación con las gestiones para disuadir al Tcol.
DOC_1794,CESID,MENCIONA,MENCIONA_DOCUMENTO,False,1794,,
DOC_1794,General Prieto,MENCIONA,MENCIONA_DOCUMENTO,False,1794,,
CESID,Congreso,CONOCE,CONOCE,False,1794,,"- El Director General de la Guardia Civil, General Aramburu, conoció la llegada a las inmediaciones del Congreso de las UAR, cuya orden de intervenir desconocía, igualmente a través del personal del CESID."
DOC_1794,Congreso,MENCIONA,MENCIONA_DOCUMENTO,False,1794,,
CESID,El Director General,CONOCE,CONOCE,False,1794,,"- El Director General de la Guardia Civil, General Aramburu, conoció la llegada a las inmediaciones del Congreso de las UAR, cuya orden de intervenir desconocía, igualmente a través del personal del CESID."
DOC_1794,El Director General,MENCIONA,MENCIONA_DOCUMENTO,False,1794,,
CESID,General Aramburu,CONOCE,CONOCE,False,1794,,"- El Director General de la Guardia Civil, General Aramburu, conoció la llegada a las inmediaciones del Congreso de las UAR, cuya orden de intervenir desconocía, igualmente a través del personal del CESID."
DOC_1794,General Aramburu,MENCIONA,MENCIONA_DOCUMENTO,False,1794,,
CESID,La Guardia Civil,CONOCE,CONOCE,False,1794,,"- El Director General de la Guardia Civil, General Aramburu, conoció la llegada a las inmediaciones del Congreso de las UAR, cuya orden de intervenir desconocía, igualmente a través del personal del CESID."
DOC_1794,La Guardia Civil,MENCIONA,MENCIONA_DOCUMENTO,False,1794,,
Congreso,El Director General,CONOCE,CONOCE,False,1794,,"- El Director General de la Guardia Civil, General Aramburu, conoció la llegada a las inmediaciones del Congreso de las UAR, cuya orden de intervenir desconocía, igualmente a través del personal del CESID."
Congreso,General Aramburu,CONOCE,CONOCE,False,1794,,"- El Director General de la Guardia Civil, General Aramburu, conoció la llegada a las inmediaciones del Congreso de las UAR, cuya orden de intervenir desconocía, igualmente a través del personal del CESID."
Congreso,La Guardia Civil,CONOCE,CONOCE,False,1794,,"- El Director General de la Guardia Civil, General Aramburu, conoció la llegada a las inmediaciones del Congreso de las UAR, cuya orden de intervenir desconocía, igualmente a través del personal del CESID."
El Director General,General Aramburu,CONOCE,CONOCE,False,1794,,"- El Director General de la Guardia Civil, General Aramburu, conoció la llegada a las inmediaciones del Congreso de las UAR, cuya orden de intervenir desconocía, igualmente a través del personal del CESID."
El Director General,La Guardia Civil,CONOCE,CONOCE,False,1794,,"- El Director General de la Guardia Civil, General Aramburu, conoció la llegada a las inmediaciones del Congreso de las UAR, cuya orden de intervenir desconocía, igualmente a través del personal del CESID."
General Aramburu,La Guardia Civil,CONOCE,CONOCE,False,1794,,"- El Director General de la Guardia Civil, General Aramburu, conoció la llegada a las inmediaciones del Congreso de las UAR, cuya orden de intervenir desconocía, igualmente a través del personal del CESID."
Centro Superior De Información De La Defensa,Director,CONOCE,CONOCE,False,1791,1981-12-14,"Emilio Alonso Manglano Director del Centro Superior de Información de la Defensa MADRID  Querido Emilio:  Para tu conocimiento, tengo mucho gusto en enviar te le guión que sirvió de base para la reunión que S.M."
DOC_1791,Centro Superior De Información De La Defensa,MENCIONA,MENCIONA_DOCUMENTO,False,1791,1981-12-14,
DOC_1791,Director,MENCIONA,MENCIONA_DOCUMENTO,False,1791,1981-12-14,
Centro Superior De Información De La Defensa,Madrid,CONOCE,CONOCE,False,1791,1981-12-14,"Emilio Alonso Manglano Director del Centro Superior de Información de la Defensa MADRID  Querido Emilio:  Para tu conocimiento, tengo mucho gusto en enviar te le guión que sirvió de base para la reunión que S.M."
DOC_1791,Madrid,MENCIONA,MENCIONA_DOCUMENTO,False,1791,1981-12-14,
Director,Madrid,CONOCE,CONOCE,False,1791,1981-12-14,"Emilio Alonso Manglano Director del Centro Superior de Información de la Defensa MADRID  Querido Emilio:  Para tu conocimiento, tengo mucho gusto en enviar te le guión que sirvió de base para la reunión que S.M."
Las Fuerzas Armadas,Militares,LLAMA,LLAMA_A,False,1791,1981-12-14,"7.- La disciplina es un concepto arraigado profundamente en los militares; pero lo está también el de la justicia, el de la equidad, y en los ámbitos castrenses — llama a veces profundamente la atención que el rigor y rapidez con que se enjuician las desviaciones, los errores o las actuaciones de los miembros de las Fuerzas Armadas o de las de Orden Público, no se corresponden con el juicio que merecen las equivocaciones o las conductas censurables de otros sectores de la sociedad española."
DOC_1791,Las Fuerzas Armadas,MENCIONA,MENCIONA_DOCUMENTO,False,1791,1981-12-14,
DOC_1791,Militares,MENCIONA,MENCIONA_DOCUMENTO,False,1791,1981-12-14,
Las Fuerzas Armadas,Sectores,LLAMA,LLAMA_A,False,1791,1981-12-14,"7.- La disciplina es un concepto arraigado profundamente en los militares; pero lo está también el de la justicia, el de la equidad, y en los ámbitos castrenses — llama a veces profundamente la atención que el rigor y rapidez con que se enjuician las desviaciones, los errores o las actuaciones de los miembros de las Fuerzas Armadas o de las de Orden Público, no se corresponden con el juicio que merecen las equivocaciones o las conductas censurables de otros sectores de la sociedad española."
DOC_1791,Sectores,MENCIONA,MENCIONA_DOCUMENTO,False,1791,1981-12-14,
Militares,Sectores,LLAMA,LLAMA_A,False,1791,1981-12-14,"7.- La disciplina es un concepto arraigado profundamente en los militares; pero lo está también el de la justicia, el de la equidad, y en los ámbitos castrenses — llama a veces profundamente la atención que el rigor y rapidez con que se enjuician las desviaciones, los errores o las actuaciones de los miembros de las Fuerzas Armadas o de las de Orden Público, no se corresponden con el juicio que merecen las equivocaciones o las conductas censurables de otros sectores de la sociedad española."
23 De Febrero,Consejo,CONOCE,CONOCE,False,1791,1981-12-14,"8.- Aparte de estas consideraciones generales sobre las que no debo entrar en más detalles, hemos de reconocer que nos encontramos ante unas situaciones tal vez provocadas deliberada y organizadamente y que constituyen tanto una consecuencia de lo ocurrido el 23 de febrero como una preparación del ambiente para el momento de la celebración del Consejo de Guerra contra los implicados en el mismo."
DOC_1791,23 De Febrero,MENCIONA,MENCIONA_DOCUMENTO,False,1791,1981-12-14,
DOC_1791,Consejo,MENCIONA,MENCIONA_DOCUMENTO,False,1791,1981-12-14,
Coronel,Las Palmas,SOLICITA,SOLICITA,False,1790,1983-08-20,"3.914 fecha 11 de los corrientes, sobre la posibilidad de recogida de firmas en solicitud de indulto para los condenados por -- el intento golpista del 23 F, se informa sobre la identificación del apellido PARRA, tratándose del Coronel de Caballería Honorario, domiciliado en Las Palmas."
DOC_1790,Coronel,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
DOC_1790,Las Palmas,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
Coronel,Parra,SOLICITA,SOLICITA,False,1790,1983-08-20,"3.914 fecha 11 de los corrientes, sobre la posibilidad de recogida de firmas en solicitud de indulto para los condenados por -- el intento golpista del 23 F, se informa sobre la identificación del apellido PARRA, tratándose del Coronel de Caballería Honorario, domiciliado en Las Palmas."
DOC_1790,Parra,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
Las Palmas,Parra,SOLICITA,SOLICITA,False,1790,1983-08-20,"3.914 fecha 11 de los corrientes, sobre la posibilidad de recogida de firmas en solicitud de indulto para los condenados por -- el intento golpista del 23 F, se informa sobre la identificación del apellido PARRA, tratándose del Coronel de Caballería Honorario, domiciliado en Las Palmas."
Abogado,Capitán,NIEGA,NIEGA,False,1790,1983-08-20,"El Abogado Antonio Muñoz Perea defensor del Capitán —de Navio Camilo Menedez, el Capitán Pascual Galvez y el civil García Carres negó la existencia de el delito de alzamiento militar en virtud de que no existía en sus patrocinadores  - 2 -  nados un ánimo hostil hacia la Monarquía."
DOC_1790,Abogado,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
DOC_1790,Capitán,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
Abogado,Defensor,NIEGA,NIEGA,False,1790,1983-08-20,"El Abogado Antonio Muñoz Perea defensor del Capitán —de Navio Camilo Menedez, el Capitán Pascual Galvez y el civil García Carres negó la existencia de el delito de alzamiento militar en virtud de que no existía en sus patrocinadores  - 2 -  nados un ánimo hostil hacia la Monarquía."
DOC_1790,Defensor,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
Abogado,Monarquía,NIEGA,NIEGA,False,1790,1983-08-20,"El Abogado Antonio Muñoz Perea defensor del Capitán —de Navio Camilo Menedez, el Capitán Pascual Galvez y el civil García Carres negó la existencia de el delito de alzamiento militar en virtud de que no existía en sus patrocinadores  - 2 -  nados un ánimo hostil hacia la Monarquía."
DOC_1790,Monarquía,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
Capitán,Defensor,NIEGA,NIEGA,False,1790,1983-08-20,"El Abogado Antonio Muñoz Perea defensor del Capitán —de Navio Camilo Menedez, el Capitán Pascual Galvez y el civil García Carres negó la existencia de el delito de alzamiento militar en virtud de que no existía en sus patrocinadores  - 2 -  nados un ánimo hostil hacia la Monarquía."
Capitán,Monarquía,NIEGA,NIEGA,False,1790,1983-08-20,"El Abogado Antonio Muñoz Perea defensor del Capitán —de Navio Camilo Menedez, el Capitán Pascual Galvez y el civil García Carres negó la existencia de el delito de alzamiento militar en virtud de que no existía en sus patrocinadores  - 2 -  nados un ánimo hostil hacia la Monarquía."
Defensor,Monarquía,NIEGA,NIEGA,False,1790,1983-08-20,"El Abogado Antonio Muñoz Perea defensor del Capitán —de Navio Camilo Menedez, el Capitán Pascual Galvez y el civil García Carres negó la existencia de el delito de alzamiento militar en virtud de que no existía en sus patrocinadores  - 2 -  nados un ánimo hostil hacia la Monarquía."
CESID,Coronel Manchado,PERTENECE,PERTENECE_A,False,1790,1983-08-20,"García Villalonga, trató de hacer ver a la Sala que el hecho de que su defendido fuera miembro del CESID no debía ser considerado como una circunstancia agravatoria a la hora de ser tenida en cuenta su actuación que en todo momento fue la de corroborar las afirmaciones que hacía Tejero al Coronel Manchado en el Parque Automovilístico no habiendo pues una clara inducción a la rebelión."
DOC_1790,CESID,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
DOC_1790,Coronel Manchado,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
CESID,La Sala,PERTENECE,PERTENECE_A,False,1790,1983-08-20,"García Villalonga, trató de hacer ver a la Sala que el hecho de que su defendido fuera miembro del CESID no debía ser considerado como una circunstancia agravatoria a la hora de ser tenida en cuenta su actuación que en todo momento fue la de corroborar las afirmaciones que hacía Tejero al Coronel Manchado en el Parque Automovilístico no habiendo pues una clara inducción a la rebelión."
DOC_1790,La Sala,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
CESID,Parque,PERTENECE,PERTENECE_A,False,1790,1983-08-20,"García Villalonga, trató de hacer ver a la Sala que el hecho de que su defendido fuera miembro del CESID no debía ser considerado como una circunstancia agravatoria a la hora de ser tenida en cuenta su actuación que en todo momento fue la de corroborar las afirmaciones que hacía Tejero al Coronel Manchado en el Parque Automovilístico no habiendo pues una clara inducción a la rebelión."
DOC_1790,Parque,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
Coronel Manchado,La Sala,PERTENECE,PERTENECE_A,False,1790,1983-08-20,"García Villalonga, trató de hacer ver a la Sala que el hecho de que su defendido fuera miembro del CESID no debía ser considerado como una circunstancia agravatoria a la hora de ser tenida en cuenta su actuación que en todo momento fue la de corroborar las afirmaciones que hacía Tejero al Coronel Manchado en el Parque Automovilístico no habiendo pues una clara inducción a la rebelión."
Coronel Manchado,Parque,PERTENECE,PERTENECE_A,False,1790,1983-08-20,"García Villalonga, trató de hacer ver a la Sala que el hecho de que su defendido fuera miembro del CESID no debía ser considerado como una circunstancia agravatoria a la hora de ser tenida en cuenta su actuación que en todo momento fue la de corroborar las afirmaciones que hacía Tejero al Coronel Manchado en el Parque Automovilístico no habiendo pues una clara inducción a la rebelión."
La Sala,Parque,PERTENECE,PERTENECE_A,False,1790,1983-08-20,"García Villalonga, trató de hacer ver a la Sala que el hecho de que su defendido fuera miembro del CESID no debía ser considerado como una circunstancia agravatoria a la hora de ser tenida en cuenta su actuación que en todo momento fue la de corroborar las afirmaciones que hacía Tejero al Coronel Manchado en el Parque Automovilístico no habiendo pues una clara inducción a la rebelión."
Coronel,España,PERTENECE,PERTENECE_A,False,1790,1983-08-20,"La revista ""Tiempo"" publica una fotografía del Coronel Muñoz y Blas Piñar, que también pertenece a ""España Crítica""."
DOC_1790,España,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
Coronel,España,PERTENECE,PERTENECE_A,False,1790,1983-08-20,"La revista ""Tiempo"" publica una fotografía del Coronel Muñoz y Blas Piñar, que también pertenece a ""España Crítica""."
Constitución,La Oposición,CONOCE,CONOCE,False,1790,1983-08-20,"La «operación M N», como denominaban los conjurados a su intentona, tenía los mismos objetivos y era en realidad una continuación de la «Operación Galaxia» y del golpe del 23-F, por citar sólo los dos casos más conocidos de conspiraciones militares que han tenido lugar desde la aprobación de la nueva Constitución, cuyos puntos más importantes —las autonomías y el reconocimiento de los derechos humanos— no han podido ser aplicados hasta sus últimas consecuencias por la oposición radical de la derecha, totalmente encardinada en el franquismo."
DOC_1790,Constitución,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
DOC_1790,La Oposición,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
Constitución,Militares,CONOCE,CONOCE,False,1790,1983-08-20,"La «operación M N», como denominaban los conjurados a su intentona, tenía los mismos objetivos y era en realidad una continuación de la «Operación Galaxia» y del golpe del 23-F, por citar sólo los dos casos más conocidos de conspiraciones militares que han tenido lugar desde la aprobación de la nueva Constitución, cuyos puntos más importantes —las autonomías y el reconocimiento de los derechos humanos— no han podido ser aplicados hasta sus últimas consecuencias por la oposición radical de la derecha, totalmente encardinada en el franquismo."
DOC_1790,Militares,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
Constitución,Operación Galaxia,CONOCE,CONOCE,False,1790,1983-08-20,"La «operación M N», como denominaban los conjurados a su intentona, tenía los mismos objetivos y era en realidad una continuación de la «Operación Galaxia» y del golpe del 23-F, por citar sólo los dos casos más conocidos de conspiraciones militares que han tenido lugar desde la aprobación de la nueva Constitución, cuyos puntos más importantes —las autonomías y el reconocimiento de los derechos humanos— no han podido ser aplicados hasta sus últimas consecuencias por la oposición radical de la derecha, totalmente encardinada en el franquismo."
DOC_1790,Operación Galaxia,MENCIONA,MENCIONA_DOCUMENTO,False,1790,1983-08-20,
La Oposición,Militares,CONOCE,CONOCE,False,1790,1983-08-20,"La «operación M N», como denominaban los conjurados a su intentona, tenía los mismos objetivos y era en realidad una continuación de la «Operación Galaxia» y del golpe del 23-F, por citar sólo los dos casos más conocidos de conspiraciones militares que han tenido lugar desde la aprobación de la nueva Constitución, cuyos puntos más importantes —las autonomías y el reconocimiento de los derechos humanos— no han podido ser aplicados hasta sus últimas consecuencias por la oposición radical de la derecha, totalmente encardinada en el franquismo."
La Oposición,Operación Galaxia,CONOCE,CONOCE,False,1790,1983-08-20,"La «operación M N», como denominaban los conjurados a su intentona, tenía los mismos objetivos y era en realidad una continuación de la «Operación Galaxia» y del golpe del 23-F, por citar sólo los dos casos más conocidos de conspiraciones militares que han tenido lugar desde la aprobación de la nueva Constitución, cuyos puntos más importantes —las autonomías y el reconocimiento de los derechos humanos— no han podido ser aplicados hasta sus últimas consecuencias por la oposición radical de la derecha, totalmente encardinada en el franquismo."
Militares,Operación Galaxia,CONOCE,CONOCE,False,1790,1983-08-20,"La «operación M N», como denominaban los conjurados a su intentona, tenía los mismos objetivos y era en realidad una continuación de la «Operación Galaxia» y del golpe del 23-F, por citar sólo los dos casos más conocidos de conspiraciones militares que han tenido lugar desde la aprobación de la nueva Constitución, cuyos puntos más importantes —las autonomías y el reconocimiento de los derechos humanos— no han podido ser aplicados hasta sus últimas consecuencias por la oposición radical de la derecha, totalmente encardinada en el franquismo."
