origen,destino,tipo,relacion_original,negada,documento_id,documento_fecha,frase_evidencia
DOC_1824,Ejército,MENCIONA,MENCIONA_DOCUMENTO,False,1824,1982-04-27,
DOC_1824,Fiscal,MENCIONA,MENCIONA_DOCUMENTO,False,1824,1982-04-27,
Ejército,Fiscal,MENCIONA,MENCIONA,False,1824,1982-04-27,"## 3.- OTROS HECHOS Y COMENTARIOS  En el descanso de la mañana fueron advertidos los más antiguos de cada Ejército integrantes de comisiones, de que se mantuviese el más estricto orden en el momento en que se procediera a la petición de penas por parte del Fiscal."
Ejército Francés,Los Acusados,MENCIONA,MENCIONA,False,1823,1982-04-28,"mantienen en el aspecto normativo, rechazando la calificación de golpistas que reciben los acusados; aporta entre otros los ejemplos del Ejército francés en épocas recientes."
DOC_1823,Ejército Francés,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
DOC_1823,Los Acusados,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
La Democracia,Las Fuerzas Armadas,LLAMA,LLAMA_A,False,1823,1982-04-28,"Tras condenar lo que denomina la ""campaña paralela al juicio"" fundada en el tópico ""desestabilización de la democracia"", muestra su temor de que la verdad no pueda conocerse nunca, y finaliza su intervención con un llamamiento a los políticos, a los medios de comunicación y a los militares jóvenes, para que se logre el ajuste de las Fuerzas Armadas con la sociedad."
DOC_1823,La Democracia,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
DOC_1823,Las Fuerzas Armadas,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
La Democracia,Las Fuerzas Armadas,CONOCE,CONOCE,True,1823,1982-04-28,"Tras condenar lo que denomina la ""campaña paralela al juicio"" fundada en el tópico ""desestabilización de la democracia"", muestra su temor de que la verdad no pueda conocerse nunca, y finaliza su intervención con un llamamiento a los políticos, a los medios de comunicación y a los militares jóvenes, para que se logre el ajuste de las Fuerzas Armadas con la sociedad."
La Democracia,Medios De Comunicación,LLAMA,LLAMA_A,False,1823,1982-04-28,"Tras condenar lo que denomina la ""campaña paralela al juicio"" fundada en el tópico ""desestabilización de la democracia"", muestra su temor de que la verdad no pueda conocerse nunca, y finaliza su intervención con un llamamiento a los políticos, a los medios de comunicación y a los militares jóvenes, para que se logre el ajuste de las Fuerzas Armadas con la sociedad."
DOC_1823,Medios De Comunicación,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
La Democracia,Medios De Comunicación,CONOCE,CONOCE,True,1823,1982-04-28,"Tras condenar lo que denomina la ""campaña paralela al juicio"" fundada en el tópico ""desestabilización de la democracia"", muestra su temor de que la verdad no pueda conocerse nunca, y finaliza su intervención con un llamamiento a los políticos, a los medios de comunicación y a los militares jóvenes, para que se logre el ajuste de las Fuerzas Armadas con la sociedad."
La Democracia,Militares,LLAMA,LLAMA_A,False,1823,1982-04-28,"Tras condenar lo que denomina la ""campaña paralela al juicio"" fundada en el tópico ""desestabilización de la democracia"", muestra su temor de que la verdad no pueda conocerse nunca, y finaliza su intervención con un llamamiento a los políticos, a los medios de comunicación y a los militares jóvenes, para que se logre el ajuste de las Fuerzas Armadas con la sociedad."
DOC_1823,Militares,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
La Democracia,Militares,CONOCE,CONOCE,True,1823,1982-04-28,"Tras condenar lo que denomina la ""campaña paralela al juicio"" fundada en el tópico ""desestabilización de la democracia"", muestra su temor de que la verdad no pueda conocerse nunca, y finaliza su intervención con un llamamiento a los políticos, a los medios de comunicación y a los militares jóvenes, para que se logre el ajuste de las Fuerzas Armadas con la sociedad."
Las Fuerzas Armadas,Medios De Comunicación,LLAMA,LLAMA_A,False,1823,1982-04-28,"Tras condenar lo que denomina la ""campaña paralela al juicio"" fundada en el tópico ""desestabilización de la democracia"", muestra su temor de que la verdad no pueda conocerse nunca, y finaliza su intervención con un llamamiento a los políticos, a los medios de comunicación y a los militares jóvenes, para que se logre el ajuste de las Fuerzas Armadas con la sociedad."
Las Fuerzas Armadas,Medios De Comunicación,CONOCE,CONOCE,True,1823,1982-04-28,"Tras condenar lo que denomina la ""campaña paralela al juicio"" fundada en el tópico ""desestabilización de la democracia"", muestra su temor de que la verdad no pueda conocerse nunca, y finaliza su intervención con un llamamiento a los políticos, a los medios de comunicación y a los militares jóvenes, para que se logre el ajuste de las Fuerzas Armadas con la sociedad."
Las Fuerzas Armadas,Militares,LLAMA,LLAMA_A,False,1823,1982-04-28,"Tras condenar lo que denomina la ""campaña paralela al juicio"" fundada en el tópico ""desestabilización de la democracia"", muestra su temor de que la verdad no pueda conocerse nunca, y finaliza su intervención con un llamamiento a los políticos, a los medios de comunicación y a los militares jóvenes, para que se logre el ajuste de las Fuerzas Armadas con la sociedad."
Las Fuerzas Armadas,Militares,CONOCE,CONOCE,True,1823,1982-04-28,"Tras condenar lo que denomina la ""campaña paralela al juicio"" fundada en el tópico ""desestabilización de la democracia"", muestra su temor de que la verdad no pueda conocerse nunca, y finaliza su intervención con un llamamiento a los políticos, a los medios de comunicación y a los militares jóvenes, para que se logre el ajuste de las Fuerzas Armadas con la sociedad."
Medios De Comunicación,Militares,LLAMA,LLAMA_A,False,1823,1982-04-28,"Tras condenar lo que denomina la ""campaña paralela al juicio"" fundada en el tópico ""desestabilización de la democracia"", muestra su temor de que la verdad no pueda conocerse nunca, y finaliza su intervención con un llamamiento a los políticos, a los medios de comunicación y a los militares jóvenes, para que se logre el ajuste de las Fuerzas Armadas con la sociedad."
Medios De Comunicación,Militares,CONOCE,CONOCE,True,1823,1982-04-28,"Tras condenar lo que denomina la ""campaña paralela al juicio"" fundada en el tópico ""desestabilización de la democracia"", muestra su temor de que la verdad no pueda conocerse nunca, y finaliza su intervención con un llamamiento a los políticos, a los medios de comunicación y a los militares jóvenes, para que se logre el ajuste de las Fuerzas Armadas con la sociedad."
Constitución,Ejército,MENCIONA,MENCIONA,False,1823,1982-04-28,"8° de la Constitución es una constante historia que el Ejército debe interpretar sin reglamentos preestablecidos, y que los Generales MILANS y ARMADA no fueron ajenos a los problemas existentes."
DOC_1823,Constitución,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
DOC_1823,Ejército,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
Defensor,General Armada,SOLICITA,SOLICITA,False,1823,1982-04-28,"Continúa el defensor, discrepando con el relato de los hechos expuestos por el Ministerio Fiscal, considerando que se desarrollaron así:  En 1979 el General ARMADA inició sus contactos con el General MILANS, al que trasladó las graves preocupaciones del REY, y ya en Noviembre de 1980, el mismo General MILANS solicitó personalmente audiencia al Monarca, sin ser requerido posteriormente."
DOC_1823,Defensor,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
DOC_1823,General Armada,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
Defensor,General Armada,MENCIONA,MENCIONA,False,1823,1982-04-28,"Continúa el defensor, discrepando con el relato de los hechos expuestos por el Ministerio Fiscal, considerando que se desarrollaron así:  En 1979 el General ARMADA inició sus contactos con el General MILANS, al que trasladó las graves preocupaciones del REY, y ya en Noviembre de 1980, el mismo General MILANS solicitó personalmente audiencia al Monarca, sin ser requerido posteriormente."
Defensor,Ministerio Fiscal,SOLICITA,SOLICITA,False,1823,1982-04-28,"Continúa el defensor, discrepando con el relato de los hechos expuestos por el Ministerio Fiscal, considerando que se desarrollaron así:  En 1979 el General ARMADA inició sus contactos con el General MILANS, al que trasladó las graves preocupaciones del REY, y ya en Noviembre de 1980, el mismo General MILANS solicitó personalmente audiencia al Monarca, sin ser requerido posteriormente."
DOC_1823,Ministerio Fiscal,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
Defensor,Ministerio Fiscal,MENCIONA,MENCIONA,False,1823,1982-04-28,"Continúa el defensor, discrepando con el relato de los hechos expuestos por el Ministerio Fiscal, considerando que se desarrollaron así:  En 1979 el General ARMADA inició sus contactos con el General MILANS, al que trasladó las graves preocupaciones del REY, y ya en Noviembre de 1980, el mismo General MILANS solicitó personalmente audiencia al Monarca, sin ser requerido posteriormente."
General Armada,Ministerio Fiscal,SOLICITA,SOLICITA,False,1823,1982-04-28,"Continúa el defensor, discrepando con el relato de los hechos expuestos por el Ministerio Fiscal, considerando que se desarrollaron así:  En 1979 el General ARMADA inició sus contactos con el General MILANS, al que trasladó las graves preocupaciones del REY, y ya en Noviembre de 1980, el mismo General MILANS solicitó personalmente audiencia al Monarca, sin ser requerido posteriormente."
General Armada,Ministerio Fiscal,MENCIONA,MENCIONA,False,1823,1982-04-28,"Continúa el defensor, discrepando con el relato de los hechos expuestos por el Ministerio Fiscal, considerando que se desarrollaron así:  En 1979 el General ARMADA inició sus contactos con el General MILANS, al que trasladó las graves preocupaciones del REY, y ya en Noviembre de 1980, el mismo General MILANS solicitó personalmente audiencia al Monarca, sin ser requerido posteriormente."
Baqueira,General Armada,ASISTE,SE_REUNE_CON,False,1823,1982-04-28,"El 10.01.81 fue el General ARMADA quien primero llamó a Valencia, y luego, se entrevistó con el General MILANS, al que de nuevo habló de su conversación con los REYES en Baqueira."
DOC_1823,Baqueira,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
Baqueira,General Armada,LLAMA,LLAMA_A,False,1823,1982-04-28,"El 10.01.81 fue el General ARMADA quien primero llamó a Valencia, y luego, se entrevistó con el General MILANS, al que de nuevo habló de su conversación con los REYES en Baqueira."
Baqueira,Valencia,ASISTE,SE_REUNE_CON,False,1823,1982-04-28,"El 10.01.81 fue el General ARMADA quien primero llamó a Valencia, y luego, se entrevistó con el General MILANS, al que de nuevo habló de su conversación con los REYES en Baqueira."
DOC_1823,Valencia,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
Baqueira,Valencia,LLAMA,LLAMA_A,False,1823,1982-04-28,"El 10.01.81 fue el General ARMADA quien primero llamó a Valencia, y luego, se entrevistó con el General MILANS, al que de nuevo habló de su conversación con los REYES en Baqueira."
General Armada,Valencia,ASISTE,SE_REUNE_CON,False,1823,1982-04-28,"El 10.01.81 fue el General ARMADA quien primero llamó a Valencia, y luego, se entrevistó con el General MILANS, al que de nuevo habló de su conversación con los REYES en Baqueira."
General Armada,Valencia,LLAMA,LLAMA_A,False,1823,1982-04-28,"El 10.01.81 fue el General ARMADA quien primero llamó a Valencia, y luego, se entrevistó con el General MILANS, al que de nuevo habló de su conversación con los REYES en Baqueira."
2° Jeme,Coronel,ASISTE,VISITA,False,1823,1982-04-28,"Consecuencia de lo anterior, son las diversas visitas que el Coronel IBAREZ realiza al General ARMADA, primero en Lérida y luego en Madrid una vez nombrado 2° JEME."
DOC_1823,2° Jeme,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
DOC_1823,Coronel,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
2° Jeme,General Armada,ASISTE,VISITA,False,1823,1982-04-28,"Consecuencia de lo anterior, son las diversas visitas que el Coronel IBAREZ realiza al General ARMADA, primero en Lérida y luego en Madrid una vez nombrado 2° JEME."
2° Jeme,Lérida,ASISTE,VISITA,False,1823,1982-04-28,"Consecuencia de lo anterior, son las diversas visitas que el Coronel IBAREZ realiza al General ARMADA, primero en Lérida y luego en Madrid una vez nombrado 2° JEME."
DOC_1823,Lérida,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
2° Jeme,Madrid,ASISTE,VISITA,False,1823,1982-04-28,"Consecuencia de lo anterior, son las diversas visitas que el Coronel IBAREZ realiza al General ARMADA, primero en Lérida y luego en Madrid una vez nombrado 2° JEME."
DOC_1823,Madrid,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
Coronel,General Armada,ASISTE,VISITA,False,1823,1982-04-28,"Consecuencia de lo anterior, son las diversas visitas que el Coronel IBAREZ realiza al General ARMADA, primero en Lérida y luego en Madrid una vez nombrado 2° JEME."
Coronel,Lérida,ASISTE,VISITA,False,1823,1982-04-28,"Consecuencia de lo anterior, son las diversas visitas que el Coronel IBAREZ realiza al General ARMADA, primero en Lérida y luego en Madrid una vez nombrado 2° JEME."
Coronel,Madrid,ASISTE,VISITA,False,1823,1982-04-28,"Consecuencia de lo anterior, son las diversas visitas que el Coronel IBAREZ realiza al General ARMADA, primero en Lérida y luego en Madrid una vez nombrado 2° JEME."
General Armada,Lérida,ASISTE,VISITA,False,1823,1982-04-28,"Consecuencia de lo anterior, son las diversas visitas que el Coronel IBAREZ realiza al General ARMADA, primero en Lérida y luego en Madrid una vez nombrado 2° JEME."
General Armada,Madrid,ASISTE,VISITA,False,1823,1982-04-28,"Consecuencia de lo anterior, son las diversas visitas que el Coronel IBAREZ realiza al General ARMADA, primero en Lérida y luego en Madrid una vez nombrado 2° JEME."
Lérida,Madrid,ASISTE,VISITA,False,1823,1982-04-28,"Consecuencia de lo anterior, son las diversas visitas que el Coronel IBAREZ realiza al General ARMADA, primero en Lérida y luego en Madrid una vez nombrado 2° JEME."
Coronel,General Armada,LLAMA,LLAMA_A,False,1823,1982-04-28,"CORTINA prepara entre el Teniente Coronel TEJERO y el General ARMADA el día 21 de febrero, llama a este último y es cuando se entera que la acción prevista se producirá el 23.02.81."
General Armada,General Torres Rojas,SOLICITA,SOLICITA,False,1823,1982-04-28,"PARDO el día 22 y le pone en antecedentes de lo previsto, y en su presencia, habla por teléfono con el General ARMADA, quien le indica que producidos los hechos estará en la Zarzuela, y le pide que se avise al General TORRES ROJAS."
DOC_1823,General Torres Rojas,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
General Armada,La Zarzuela,SOLICITA,SOLICITA,False,1823,1982-04-28,"PARDO el día 22 y le pone en antecedentes de lo previsto, y en su presencia, habla por teléfono con el General ARMADA, quien le indica que producidos los hechos estará en la Zarzuela, y le pide que se avise al General TORRES ROJAS."
DOC_1823,La Zarzuela,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
General Armada,Pardo,SOLICITA,SOLICITA,False,1823,1982-04-28,"PARDO el día 22 y le pone en antecedentes de lo previsto, y en su presencia, habla por teléfono con el General ARMADA, quien le indica que producidos los hechos estará en la Zarzuela, y le pide que se avise al General TORRES ROJAS."
DOC_1823,Pardo,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
General Torres Rojas,La Zarzuela,SOLICITA,SOLICITA,False,1823,1982-04-28,"PARDO el día 22 y le pone en antecedentes de lo previsto, y en su presencia, habla por teléfono con el General ARMADA, quien le indica que producidos los hechos estará en la Zarzuela, y le pide que se avise al General TORRES ROJAS."
General Torres Rojas,Pardo,SOLICITA,SOLICITA,False,1823,1982-04-28,"PARDO el día 22 y le pone en antecedentes de lo previsto, y en su presencia, habla por teléfono con el General ARMADA, quien le indica que producidos los hechos estará en la Zarzuela, y le pide que se avise al General TORRES ROJAS."
La Zarzuela,Pardo,SOLICITA,SOLICITA,False,1823,1982-04-28,"PARDO el día 22 y le pone en antecedentes de lo previsto, y en su presencia, habla por teléfono con el General ARMADA, quien le indica que producidos los hechos estará en la Zarzuela, y le pide que se avise al General TORRES ROJAS."
23 De Febrero,General Armada,MENCIONA,MENCIONA,True,1823,1982-04-28,"En la primera se basa para acusar al General ARMADA de pedir al General MILANS,-cuando estaban arrestados ambos en Madrid- que no hiciera mención de los hechos anteriores al 23 de Febrero; las segundas, le sirven para fijar las tres llamadas del REY al General MILANS, que sitúa sobre las 01, 02 y 04 horas del día 24."
DOC_1823,23 De Febrero,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
23 De Febrero,Madrid,MENCIONA,MENCIONA,True,1823,1982-04-28,"En la primera se basa para acusar al General ARMADA de pedir al General MILANS,-cuando estaban arrestados ambos en Madrid- que no hiciera mención de los hechos anteriores al 23 de Febrero; las segundas, le sirven para fijar las tres llamadas del REY al General MILANS, que sitúa sobre las 01, 02 y 04 horas del día 24."
General Armada,Madrid,MENCIONA,MENCIONA,True,1823,1982-04-28,"En la primera se basa para acusar al General ARMADA de pedir al General MILANS,-cuando estaban arrestados ambos en Madrid- que no hiciera mención de los hechos anteriores al 23 de Febrero; las segundas, le sirven para fijar las tres llamadas del REY al General MILANS, que sitúa sobre las 01, 02 y 04 horas del día 24."
CESID,Valencia,ORDENA,RECIBE_ORDEN,False,1823,1982-04-28,"Pasa seguidamente a justificar en detalle la puesta en marcha de los Grupos Tácticos sobre la base del documento recibido del CESID, extendiéndose en consideraciones sobre la calificación C-3 de la Nota Informativa, en relación con el Reglamento de Información en Campaña, para finalizar recordando que, recibida la orden de S.M.-a las 01,00 horas del día 24- se retiran las fuerzas de Valencia antes del mensaje Real por TVE."
DOC_1823,CESID,MENCIONA,MENCIONA_DOCUMENTO,False,1823,1982-04-28,
Coronel Ibáñez,General Armada,ASISTE,VISITA,False,1822,1982-04-29,- Las visitas del Coronel Ibáñez al General Armada.
DOC_1822,Coronel Ibáñez,MENCIONA,MENCIONA_DOCUMENTO,False,1822,1982-04-29,
DOC_1822,General Armada,MENCIONA,MENCIONA_DOCUMENTO,False,1822,1982-04-29,
Congreso,Cuartel General Del Ejército,MENCIONA,MENCIONA,False,1822,1982-04-29,- Actividad de Armada en el Cuartel General del Ejército durante la ocupación del Congreso.
DOC_1822,Congreso,MENCIONA,MENCIONA_DOCUMENTO,False,1822,1982-04-29,
DOC_1822,Cuartel General Del Ejército,MENCIONA,MENCIONA_DOCUMENTO,False,1822,1982-04-29,
Defensor,General Calzada Atienza,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
DOC_1821,Defensor,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
DOC_1821,General Calzada Atienza,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
Defensor,General Torres Rojas,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
DOC_1821,General Torres Rojas,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
Defensor,La Sala,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
DOC_1821,La Sala,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
Defensor,Presidente,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
DOC_1821,Presidente,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
Defensor,Teniente Nuñez Ruano,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
DOC_1821,Teniente Nuñez Ruano,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
General Calzada Atienza,General Torres Rojas,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
General Calzada Atienza,La Sala,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
General Calzada Atienza,Presidente,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
General Calzada Atienza,Teniente Nuñez Ruano,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
General Torres Rojas,La Sala,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
General Torres Rojas,Presidente,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
General Torres Rojas,Teniente Nuñez Ruano,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
La Sala,Presidente,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
La Sala,Teniente Nuñez Ruano,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
Presidente,Teniente Nuñez Ruano,SOLICITA,SOLICITA,False,1821,1982-04-30,"QUINTANA APARICIO, defensor del General TORRES ROJAS, y del Teniente NUÑEZ RUANO, iniciándose a las 1336 horas la intervención del General CALZADA ATIENZA, codefensor militar del General TORRES ROJAS, el cual solicita de la Sala interrumpir su alegato, cuando el Presidente le amenaza con retirarle su venia."
División Acorazada,Testigos,MENCIONA,MENCIONA,True,1821,1982-04-30,"- 1 -  Seguidamente, aporta numerosos testimonios tendentes a demostrar, que a su defendido no se le menciona inicialmente en los hechos y así repasa diversas declaraciones de testigos (participantes en la reunión de la División Acorazada, testimonio del General FERNANDEZ CAMPOS, Sres."
DOC_1821,División Acorazada,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
DOC_1821,Testigos,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
Congreso,Diputados,SOLICITA,SOLICITA,False,1821,1982-04-30,"El letrado insiste en un punto que considera fundamental: El General ARMADA, antes de su mediación en el Congreso, solicitó permiso de la Zarzuela y de la JUJEM que le fue concedido, y cumplió con exactitud los límites que se le imponen, y que son: poner un avión a disposición de los asaltantes al Congreso y — gestionar la liberación de los Diputados a título personal."
DOC_1821,Congreso,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
DOC_1821,Diputados,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
Congreso,Diputados,MENCIONA,MENCIONA,False,1821,1982-04-30,"El letrado insiste en un punto que considera fundamental: El General ARMADA, antes de su mediación en el Congreso, solicitó permiso de la Zarzuela y de la JUJEM que le fue concedido, y cumplió con exactitud los límites que se le imponen, y que son: poner un avión a disposición de los asaltantes al Congreso y — gestionar la liberación de los Diputados a título personal."
Congreso,El Congreso,SOLICITA,SOLICITA,False,1821,1982-04-30,"El letrado insiste en un punto que considera fundamental: El General ARMADA, antes de su mediación en el Congreso, solicitó permiso de la Zarzuela y de la JUJEM que le fue concedido, y cumplió con exactitud los límites que se le imponen, y que son: poner un avión a disposición de los asaltantes al Congreso y — gestionar la liberación de los Diputados a título personal."
DOC_1821,El Congreso,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
Congreso,El Congreso,MENCIONA,MENCIONA,False,1821,1982-04-30,"El letrado insiste en un punto que considera fundamental: El General ARMADA, antes de su mediación en el Congreso, solicitó permiso de la Zarzuela y de la JUJEM que le fue concedido, y cumplió con exactitud los límites que se le imponen, y que son: poner un avión a disposición de los asaltantes al Congreso y — gestionar la liberación de los Diputados a título personal."
Congreso,General Armada,SOLICITA,SOLICITA,False,1821,1982-04-30,"El letrado insiste en un punto que considera fundamental: El General ARMADA, antes de su mediación en el Congreso, solicitó permiso de la Zarzuela y de la JUJEM que le fue concedido, y cumplió con exactitud los límites que se le imponen, y que son: poner un avión a disposición de los asaltantes al Congreso y — gestionar la liberación de los Diputados a título personal."
DOC_1821,General Armada,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
Congreso,General Armada,MENCIONA,MENCIONA,False,1821,1982-04-30,"El letrado insiste en un punto que considera fundamental: El General ARMADA, antes de su mediación en el Congreso, solicitó permiso de la Zarzuela y de la JUJEM que le fue concedido, y cumplió con exactitud los límites que se le imponen, y que son: poner un avión a disposición de los asaltantes al Congreso y — gestionar la liberación de los Diputados a título personal."
Congreso,Jujem,SOLICITA,SOLICITA,False,1821,1982-04-30,"El letrado insiste en un punto que considera fundamental: El General ARMADA, antes de su mediación en el Congreso, solicitó permiso de la Zarzuela y de la JUJEM que le fue concedido, y cumplió con exactitud los límites que se le imponen, y que son: poner un avión a disposición de los asaltantes al Congreso y — gestionar la liberación de los Diputados a título personal."
DOC_1821,Jujem,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
Congreso,Jujem,MENCIONA,MENCIONA,False,1821,1982-04-30,"El letrado insiste en un punto que considera fundamental: El General ARMADA, antes de su mediación en el Congreso, solicitó permiso de la Zarzuela y de la JUJEM que le fue concedido, y cumplió con exactitud los límites que se le imponen, y que son: poner un avión a disposición de los asaltantes al Congreso y — gestionar la liberación de los Diputados a título personal."
Congreso,La Zarzuela,SOLICITA,SOLICITA,False,1821,1982-04-30,"El letrado insiste en un punto que considera fundamental: El General ARMADA, antes de su mediación en el Congreso, solicitó permiso de la Zarzuela y de la JUJEM que le fue concedido, y cumplió con exactitud los límites que se le imponen, y que son: poner un avión a disposición de los asaltantes al Congreso y — gestionar la liberación de los Diputados a título personal."
DOC_1821,La Zarzuela,MENCIONA,MENCIONA_DOCUMENTO,False,1821,1982-04-30,
